,age,income,expenses,score,purchases,savings,loan_amount,tenure,debt_ratio,gender,plan,region,education,marital_status,employment,device,channel,subscription_type
211,24.3,73357.41,43651.89,619.0,11,11502.37,147325.39,7.0,0.58,M,premium,North,highschool,single,retired,mobile,online,free
212,34.9,64934.34,45786.64,568.0,22,12691.93,115387.2,0.6,0.19,M,premium,North,bachelor,single,employed,mobile,online,free
213,29.7,57761.64,38782.6,597.0,22,20441.16,126238.61,27.9,0.15,F,basic,South,bachelor,single,retired,mobile,callcenter,trial
214,41.4,78755.37,43164.58,624.0,12,15273.49,65401.37,27.3,0.24,M,premium,South,master,single,employed,mobile,branch,paid
215,37.9,91337.71,50078.36,655.0,15,11755.5,127011.54,10.6,0.51,M,premium,South,bachelor,divorced,retired,mobile,online,free
216,38.6,78384.69,34517.69,591.0,29,10497.75,177868.58,22.8,0.2,F,premium,Central,highschool,married,unemployed,mobile,callcenter,paid
217,39.0,67351.82,38404.41,605.0,17,16265.54,146834.54,27.5,0.3,F,basic,East,highschool,divorced,employed,mobile,online,free
218,33.1,72249.5,43015.28,590.0,23,11810.52,142927.89,28.2,0.32,F,basic,East,master,single,employed,mobile,online,paid
219,47.6,54147.15,48065.9,605.0,13,12434.26,190267.28,4.7,0.41,F,standard,South,highschool,married,unemployed,mobile,online,free
220,39.5,69791.0,40386.98,721.0,10,25148.38,90641.5,0.5,0.51,M,basic,South,bachelor,divorced,employed,desktop,branch,trial
221,15.1,60384.26,39203.45,633.0,19,26193.52,82739.16,24.6,0.45,O,standard,West,bachelor,married,student,mobile,online,paid
222,46.8,35756.17,44212.4,644.0,13,6403.07,136187.82,8.7,0.64,M,standard,East,bachelor,divorced,employed,tablet,branch,paid
223,27.7,88015.98,31913.5,735.0,21,12875.31,148965.53,13.1,0.27,M,standard,East,highschool,married,student,tablet,branch,paid
224,38.3,71072.1,53732.91,614.0,20,16486.21,60491.32,29.7,0.13,F,premium,North,bachelor,single,employed,mobile,online,free
225,30.9,55455.69,33935.43,615.0,17,31387.65,100695.08,5.4,0.16,M,basic,South,bachelor,single,employed,mobile,callcenter,paid
226,46.3,75887.24,43276.56,605.0,19,14526.03,51190.61,24.8,0.07,O,basic,South,bachelor,married,employed,desktop,online,free
227,33.3,64407.45,29797.09,406.0,12,12521.94,63628.49,3.8,0.5,F,premium,East,bachelor,single,employed,desktop,branch,paid
228,44.5,69113.47,30520.45,565.0,26,9530.97,74466.74,22.4,0.16,M,premium,East,highschool,married,employed,desktop,online,free
229,34.6,82234.77,46751.62,629.0,18,7247.37,104108.84,12.8,0.47,M,basic,South,bachelor,single,student,desktop,branch,paid
230,46.6,79511.85,42016.54,662.0,14,23496.58,47974.37,12.4,0.29,M,basic,East,highschool,divorced,retired,mobile,online,paid
231,48.2,80251.47,49267.18,553.0,26,8746.2,15094.88,0.2,0.52,M,standard,South,bachelor,single,employed,mobile,online,trial
232,62.6,61554.68,38546.52,626.0,19,2910.83,186411.8,8.3,0.29,F,premium,East,bachelor,single,retired,mobile,branch,free
233,41.3,60447.65,34087.61,668.0,33,6932.99,139972.21,9.1,0.21,M,basic,East,bachelor,single,employed,mobile,online,paid
234,42.3,71212.97,41428.21,611.0,18,17875.65,127300.4,27.4,0.18,M,standard,East,highschool,single,retired,desktop,online,free
235,44.6,73190.57,37169.1,583.0,21,18068.43,153688.0,26.0,0.23,M,standard,East,master,married,student,mobile,online,paid
236,51.1,57991.16,45006.4,548.0,21,18861.06,68102.11,20.2,0.36,M,basic,South,bachelor,married,student,desktop,online,trial
237,49.0,92917.41,38089.45,666.0,13,9827.03,92038.52,20.1,0.29,M,standard,East,master,married,unemployed,mobile,callcenter,trial
238,44.1,61179.03,52634.95,533.0,22,15720.29,100729.75,1.1,0.47,M,standard,West,master,married,unemployed,desktop,online,free
239,61.7,63079.88,19983.66,576.0,27,12312.13,79279.05,29.9,0.16,M,standard,East,bachelor,divorced,employed,tablet,online,paid
240,27.3,88028.4,46476.01,588.0,24,13748.38,147710.37,13.1,0.37,M,standard,North,bachelor,single,employed,desktop,branch,trial
241,29.0,62954.81,30078.26,629.0,14,14673.39,36854.57,11.9,0.12,M,standard,East,bachelor,married,employed,tablet,online,trial
242,14.9,80375.53,31675.54,623.0,21,17023.69,142876.03,25.2,0.72,M,standard,North,doctorate,single,unemployed,desktop,branch,free
243,22.6,77399.39,32021.29,685.0,21,17381.12,67432.24,23.8,0.2,M,premium,East,bachelor,single,student,mobile,branch,paid
244,46.6,54302.35,32438.12,630.0,28,11195.24,166861.2,9.4,0.6,F,standard,Central,master,single,employed,desktop,branch,paid
245,23.5,73408.11,44494.54,677.0,19,18348.7,97502.9,7.2,0.39,M,standard,East,bachelor,single,unemployed,mobile,online,paid
246,30.6,65490.61,34155.47,609.0,20,4103.45,135724.04,8.3,0.2,M,basic,East,bachelor,married,employed,mobile,online,paid
247,42.2,75175.09,36297.06,644.0,16,15638.37,212835.54,19.3,0.36,M,basic,West,bachelor,divorced,retired,desktop,online,trial
248,28.0,97104.86,35395.41,622.0,20,16414.59,151747.63,1.7,0.01,M,standard,North,highschool,single,retired,desktop,callcenter,paid
249,38.9,42166.39,29182.68,552.0,25,19335.91,102690.02,10.0,0.37,M,standard,East,bachelor,single,employed,mobile,online,paid
250,40.4,99042.13,59429.84,599.0,20,16631.92,103221.41,29.3,0.11,M,standard,East,highschool,divorced,employed,tablet,branch,trial
251,39.5,68391.41,45975.48,601.0,26,15925.45,66506.95,22.0,0.44,F,basic,South,bachelor,single,employed,mobile,branch,paid
252,45.6,87783.66,47429.93,478.0,21,12835.22,139291.2,18.5,0.28,M,premium,East,bachelor,single,retired,mobile,online,paid
253,52.0,69709.42,40601.55,803.0,30,12921.78,193220.11,15.9,0.12,M,standard,South,highschool,married,student,mobile,branch,free
254,43.1,68846.87,27299.6,499.0,21,8333.38,103219.32,20.3,0.22,F,basic,East,bachelor,single,employed,mobile,branch,free
255,30.4,74844.09,38254.98,686.0,22,13046.99,157968.57,3.1,0.16,F,standard,East,bachelor,single,employed,mobile,branch,paid
256,18.6,53899.4,39140.96,788.0,19,11997.83,113838.28,14.9,0.09,M,standard,East,bachelor,divorced,student,mobile,online,paid
257,57.2,56176.12,47606.65,657.0,8,20659.64,134433.33,21.5,0.09,M,basic,North,bachelor,single,employed,desktop,online,paid
258,50.9,70844.59,44382.28,502.0,21,11196.65,113640.96,0.9,0.6,F,basic,South,bachelor,single,retired,mobile,online,paid
259,44.6,70271.13,39145.5,570.0,17,21187.47,160823.88,11.3,0.52,F,basic,East,bachelor,single,employed,mobile,online,paid
260,37.4,34999.25,39520.58,637.0,25,26146.39,133646.83,6.3,0.53,M,basic,Central,bachelor,single,employed,desktop,branch,free
261,37.3,51954.86,24563.61,721.0,32,17163.65,143327.43,4.3,0.34,M,basic,East,bachelor,married,employed,mobile,online,paid
262,28.6,82023.73,28941.65,648.0,18,5562.23,70868.34,15.2,0.15,M,basic,South,master,married,unemployed,mobile,online,trial
263,27.0,70163.45,57338.37,666.0,23,11057.12,50890.34,6.0,0.22,M,standard,Central,highschool,single,retired,mobile,online,free
264,60.0,63786.27,47209.57,579.0,22,14254.22,107628.81,22.9,0.29,M,basic,North,master,married,employed,mobile,branch,paid
265,25.9,84313.53,36467.36,635.0,23,10463.95,84065.81,15.8,0.18,M,basic,West,master,married,retired,desktop,online,free
266,42.0,60564.83,35214.31,573.0,12,26146.5,156605.09,8.9,0.35,F,standard,West,bachelor,single,retired,tablet,branch,free
267,57.4,67223.23,47566.85,599.0,24,3922.61,87673.18,8.2,0.11,F,standard,East,bachelor,married,unemployed,mobile,callcenter,free
268,30.8,87193.34,32949.05,646.0,18,8053.53,69904.47,27.5,0.37,M,standard,East,master,single,unemployed,mobile,branch,trial
269,42.0,79200.37,59273.03,505.0,23,17090.66,116843.4,7.8,0.38,M,standard,East,master,married,employed,desktop,callcenter,paid
270,29.9,73622.74,41164.59,662.0,18,17317.85,173731.82,16.7,0.17,M,standard,East,bachelor,single,employed,tablet,online,paid
271,34.8,57005.19,31276.68,665.0,26,13347.29,96619.52,7.6,0.04,M,premium,West,highschool,widowed,unemployed,desktop,branch,free
272,39.0,47264.1,40061.89,608.0,21,24748.53,128001.42,25.9,0.15,M,premium,South,bachelor,married,employed,mobile,online,paid
273,27.8,68546.45,53648.86,739.0,18,13551.64,114908.1,11.6,0.5,M,premium,East,bachelor,single,unemployed,desktop,online,free
274,46.7,61165.88,43691.41,490.0,26,21244.51,150083.76,2.6,0.24,F,basic,East,highschool,married,retired,desktop,online,free
275,35.9,81958.26,40856.0,570.0,17,17190.78,117330.8,17.1,0.41,M,basic,South,master,single,employed,mobile,online,paid
276,37.3,48209.58,50136.13,635.0,22,13786.82,64556.23,11.7,0.37,F,premium,West,bachelor,married,employed,mobile,online,paid
277,38.3,62549.09,38617.29,635.0,20,17507.15,41528.95,20.6,0.12,F,basic,North,bachelor,single,retired,mobile,branch,free
278,26.3,58912.6,31428.73,553.0,22,12417.66,168198.72,2.1,0.29,F,premium,East,bachelor,single,employed,desktop,callcenter,paid
279,42.4,81661.55,45733.94,670.0,13,15935.7,160742.33,14.1,0.35,M,premium,West,master,single,unemployed,mobile,online,paid
280,45.2,78411.4,36858.09,782.0,18,13990.01,153497.61,7.2,0.33,F,basic,East,bachelor,divorced,employed,mobile,online,paid
281,34.5,94008.28,35966.22,618.0,19,26115.03,33818.48,3.2,0.25,M,basic,East,highschool,single,employed,mobile,branch,trial
282,31.3,75165.39,36401.67,651.0,17,21683.73,131941.6,26.2,0.26,F,standard,North,bachelor,single,student,mobile,online,free
283,41.0,56648.45,40312.26,515.0,16,3238.28,130937.67,13.8,0.06,F,standard,East,bachelor,divorced,employed,desktop,online,paid
284,23.5,70344.72,42843.45,675.0,18,23401.4,177380.51,21.1,0.39,M,basic,Central,doctorate,single,employed,desktop,callcenter,paid
285,39.5,98489.05,45902.29,603.0,26,709.8,67156.38,22.1,0.43,M,standard,North,highschool,married,employed,desktop,online,free
286,28.9,62468.43,32485.4,601.0,18,11553.51,112102.88,15.3,0.09,M,standard,North,bachelor,married,employed,desktop,callcenter,paid
287,38.1,76798.21,43631.04,757.0,15,14017.82,105835.4,0.1,0.33,M,basic,East,master,single,employed,tablet,branch,paid
288,34.2,66230.64,28815.64,387.0,16,15732.58,127513.02,3.9,0.25,M,basic,Central,bachelor,married,employed,tablet,online,paid
289,22.3,72585.92,37200.72,509.0,24,14170.22,118814.68,6.6,0.21,M,basic,West,bachelor,single,unemployed,mobile,online,paid
290,42.9,64876.03,25990.27,642.0,16,16058.26,98321.56,12.1,0.35,M,standard,East,highschool,divorced,student,desktop,branch,paid
291,29.5,84587.1,40544.6,667.0,21,15737.84,99453.59,5.2,0.45,F,basic,East,highschool,married,student,mobile,online,paid
292,37.1,62159.26,40365.39,615.0,29,11287.19,119791.4,1.8,0.42,F,basic,East,master,married,retired,mobile,online,trial
293,40.2,78163.48,42474.07,619.0,24,17473.04,56270.3,22.8,0.04,M,basic,Central,bachelor,married,unemployed,mobile,online,paid
294,27.8,61105.02,44636.49,664.0,21,9071.81,91819.31,0.3,0.02,F,basic,East,highschool,single,retired,mobile,online,paid
295,36.3,87427.25,45690.47,533.0,16,10394.46,216583.98,26.0,0.38,M,standard,North,master,married,employed,mobile,online,paid
296,39.8,68911.32,43297.46,662.0,27,9306.62,94772.43,15.1,0.32,M,standard,East,bachelor,divorced,employed,mobile,callcenter,free
297,30.0,58737.04,32991.03,681.0,19,23957.74,68831.38,3.3,0.26,F,standard,West,master,married,employed,mobile,online,paid
298,28.9,53742.39,34237.6,642.0,21,22764.16,75408.62,18.1,0.45,M,standard,East,master,single,student,desktop,online,paid
299,30.7,52770.69,35842.96,567.0,17,19966.23,168785.17,28.3,0.32,F,standard,East,bachelor,divorced,employed,desktop,branch,free
300,19.8,94368.77,50593.01,409.0,29,9492.42,99091.52,0.6,0.26,F,premium,North,highschool,married,retired,desktop,callcenter,paid
301,19.8,58316.06,45148.46,589.0,18,15337.29,148633.56,22.0,0.08,M,premium,East,highschool,single,employed,tablet,branch,trial
302,30.8,54969.57,45473.01,627.0,22,12357.07,146048.34,2.1,0.29,F,premium,North,doctorate,married,employed,desktop,branch,free
303,18.1,61778.1,24305.86,621.0,20,21677.73,76841.67,21.4,0.19,F,premium,West,bachelor,single,employed,mobile,callcenter,paid
304,46.0,79102.85,32460.11,568.0,11,5268.96,136229.02,1.1,0.11,F,basic,East,master,single,employed,mobile,online,free
305,41.6,55580.63,32217.65,484.0,26,11526.63,103890.74,5.4,0.25,M,standard,West,bachelor,divorced,student,tablet,callcenter,free
306,11.6,56677.46,30650.43,722.0,17,8802.82,132553.86,4.8,0.32,M,basic,North,bachelor,married,retired,desktop,branch,free
307,57.1,77838.0,52085.31,594.0,12,15547.11,179196.45,17.1,0.33,F,premium,East,highschool,divorced,employed,desktop,callcenter,paid
308,33.9,84060.49,55156.44,656.0,21,14453.63,107952.19,21.3,0.16,M,premium,East,bachelor,married,retired,mobile,online,paid
309,18.1,54095.63,41322.76,542.0,21,20368.92,103537.71,26.7,0.25,M,standard,South,bachelor,married,employed,mobile,online,paid
310,41.3,80735.48,32890.08,569.0,18,14838.72,94478.04,3.5,0.25,M,standard,East,master,single,unemployed,mobile,branch,paid
311,28.3,42507.57,36189.45,681.0,15,18596.07,96359.56,21.1,0.06,M,premium,East,bachelor,divorced,employed,mobile,callcenter,free
312,43.7,80452.53,41752.68,724.0,18,30113.56,194877.89,20.0,0.35,M,basic,South,bachelor,married,retired,mobile,branch,paid
313,26.8,84208.61,47329.29,668.0,16,10545.75,193583.83,20.1,0.27,M,premium,North,bachelor,divorced,employed,mobile,online,paid
314,32.9,67733.03,26383.49,574.0,15,14722.74,107607.59,24.8,0.29,M,basic,East,highschool,single,employed,mobile,online,free
315,22.8,69215.56,45858.1,502.0,21,6357.71,142578.96,15.6,0.35,M,standard,East,bachelor,single,retired,mobile,online,paid
316,41.8,76970.36,48938.14,601.0,17,19708.99,73864.05,9.9,0.45,M,basic,South,master,divorced,retired,mobile,branch,paid
317,35.3,72438.22,39969.41,561.0,22,11048.65,84684.67,29.9,0.35,M,basic,South,highschool,single,employed,mobile,online,paid
318,25.2,58630.46,46944.98,505.0,22,17972.92,162157.48,2.7,0.58,F,basic,North,doctorate,married,unemployed,mobile,online,paid
319,26.7,89018.85,37403.84,771.0,27,19504.4,63333.53,13.2,0.35,F,premium,East,bachelor,divorced,student,mobile,online,paid
320,39.0,69208.13,40125.27,578.0,15,10709.33,165725.52,25.3,0.15,M,basic,East,highschool,married,employed,tablet,online,paid
321,43.3,58562.55,41381.93,509.0,24,13026.72,126387.24,9.9,0.74,F,standard,North,bachelor,single,employed,tablet,online,free
322,44.2,99208.38,38918.17,660.0,29,7108.37,158064.82,21.7,0.22,M,standard,North,highschool,single,student,desktop,branch,free
323,33.4,77647.34,43418.89,587.0,20,21222.45,167374.17,8.0,0.24,M,standard,East,bachelor,single,employed,mobile,online,trial
324,30.0,75141.46,44171.37,747.0,11,9660.16,147681.33,9.4,0.2,M,premium,East,bachelor,single,employed,mobile,branch,free
325,42.6,54105.94,43616.95,591.0,26,18056.88,16022.66,15.3,0.32,F,standard,East,highschool,single,employed,mobile,online,free
326,24.4,64128.81,41964.97,485.0,23,10371.98,96157.29,5.1,0.26,M,basic,East,highschool,married,retired,mobile,online,free
327,22.9,43485.52,29779.52,740.0,23,9745.74,84439.15,17.1,0.25,M,basic,Central,highschool,divorced,employed,mobile,online,paid
328,18.4,69378.01,26652.07,473.0,26,10880.91,144783.17,2.9,0.15,M,premium,East,doctorate,single,employed,tablet,online,trial
329,3.3,42151.46,45173.32,701.0,10,17049.56,91475.93,19.6,0.28,M,basic,West,highschool,married,unemployed,tablet,online,free
330,26.1,33870.11,31972.73,687.0,24,18517.15,133631.13,14.9,0.11,M,premium,North,bachelor,married,employed,mobile,branch,free
331,38.8,66023.33,31666.15,773.0,20,20603.97,173180.42,15.7,0.06,M,standard,Central,bachelor,married,student,mobile,branch,paid
332,38.2,86935.48,35237.62,581.0,26,14962.87,171707.11,2.3,0.54,O,premium,North,bachelor,single,retired,mobile,online,paid
333,30.2,77099.38,37195.03,749.0,18,24546.67,75334.02,12.8,0.58,M,premium,South,master,married,retired,mobile,online,paid
334,28.1,54319.81,30619.47,623.0,17,6861.42,86311.63,15.1,0.22,M,basic,West,master,single,unemployed,desktop,online,paid
335,25.9,78453.83,40945.76,704.0,17,11656.47,116729.25,19.9,0.27,M,standard,South,master,single,retired,mobile,branch,free
336,39.9,52228.81,43937.72,529.0,18,18837.44,130393.67,8.5,0.26,M,premium,West,bachelor,widowed,employed,desktop,online,free
337,46.8,83708.54,35695.67,619.0,12,15334.36,132293.76,3.6,0.18,M,standard,North,bachelor,married,unemployed,mobile,online,trial
338,31.6,82670.06,39803.4,598.0,16,14165.65,116384.5,2.4,0.26,F,basic,East,highschool,married,retired,tablet,branch,free
339,34.9,63824.84,48464.1,570.0,16,19405.79,98932.19,21.3,0.13,M,standard,West,bachelor,married,employed,tablet,branch,trial
340,29.7,80032.27,54005.55,561.0,22,7657.36,83026.6,8.6,0.43,M,premium,East,highschool,married,student,mobile,branch,free
341,46.8,48751.37,22349.03,580.0,20,17419.07,93957.75,23.7,0.29,F,basic,East,bachelor,married,employed,mobile,branch,paid
342,32.1,95080.39,31665.86,596.0,22,8561.3,111250.77,17.2,0.14,F,premium,West,bachelor,single,employed,desktop,online,trial
343,27.7,55212.7,37535.77,553.0,23,18455.48,107738.62,12.2,0.18,M,standard,South,bachelor,married,employed,mobile,online,paid
344,24.2,101950.54,40272.32,619.0,22,18834.92,96933.57,19.3,0.73,M,standard,East,bachelor,single,employed,desktop,callcenter,free
345,26.8,70893.74,48274.48,607.0,27,14162.9,152875.14,28.1,0.51,M,basic,East,highschool,single,student,desktop,online,paid
346,26.2,75185.55,50813.69,452.0,17,18417.2,186542.63,11.8,0.36,M,standard,East,highschool,married,employed,desktop,online,paid
347,45.5,52069.83,54393.63,534.0,19,15339.49,101889.36,21.4,0.28,M,standard,South,master,single,employed,mobile,branch,paid
348,33.1,48197.22,37337.59,635.0,18,22278.73,97428.94,0.4,0.25,M,standard,East,master,married,retired,mobile,online,paid
349,33.4,81531.53,46676.52,607.0,21,14586.24,149049.95,18.2,0.15,F,standard,Central,master,divorced,unemployed,mobile,online,free
350,39.4,42057.59,36377.94,599.0,19,10794.41,62677.32,21.3,0.51,M,basic,East,master,single,employed,mobile,branch,trial
351,53.4,36607.59,35935.41,586.0,30,15570.71,50196.53,24.8,0.25,M,basic,East,bachelor,divorced,student,mobile,online,paid
352,28.7,69447.6,37131.93,673.0,17,16938.83,65041.33,7.2,0.43,M,standard,South,bachelor,single,employed,mobile,branch,free
353,42.9,56976.92,32488.26,713.0,24,8852.27,108309.04,6.4,0.12,M,premium,East,master,married,employed,desktop,branch,free
354,29.3,59503.31,48975.66,611.0,24,7964.92,47968.16,29.5,0.25,M,basic,East,bachelor,married,student,mobile,online,paid
355,57.8,59176.69,23607.76,482.0,19,18522.17,155379.2,27.5,0.25,F,basic,South,bachelor,single,employed,mobile,online,paid
356,32.9,85184.32,32746.91,584.0,20,12943.3,111488.97,2.7,0.29,M,standard,West,bachelor,married,employed,mobile,online,free
357,26.1,62829.84,33221.21,564.0,23,16036.04,119251.66,18.4,0.15,F,basic,North,master,single,employed,desktop,branch,paid
358,22.8,81360.23,29516.3,669.0,29,15007.42,160826.71,23.8,0.12,F,premium,West,bachelor,single,employed,desktop,online,paid
359,34.7,73618.44,44394.87,639.0,23,4582.99,105988.97,3.7,0.33,M,basic,East,master,married,student,tablet,branch,paid
360,27.4,51017.98,39462.12,763.0,21,13868.44,224103.12,25.9,0.23,M,standard,Central,bachelor,single,retired,mobile,online,paid
361,41.9,54940.15,33333.93,539.0,21,12159.17,106591.38,12.8,0.19,M,basic,West,master,single,student,mobile,online,free
362,35.9,82770.63,36809.77,838.0,19,14910.41,103345.52,25.4,0.09,F,standard,North,bachelor,married,employed,mobile,online,paid
363,16.5,97517.03,36452.97,649.0,27,13621.78,134289.64,18.7,0.38,M,basic,East,doctorate,single,employed,mobile,callcenter,trial
364,28.1,77997.29,41853.63,647.0,20,18327.92,93877.13,13.1,0.54,F,basic,South,highschool,divorced,student,mobile,online,free
365,39.0,89045.31,52905.25,618.0,15,5114.43,122670.92,14.4,0.41,M,basic,North,doctorate,married,student,desktop,online,paid
366,33.1,60593.9,39250.55,551.0,27,13594.56,149783.74,20.8,0.07,M,basic,South,bachelor,married,unemployed,mobile,online,paid
367,33.8,70196.94,51534.93,542.0,13,23594.33,130914.15,18.5,0.61,F,premium,South,highschool,single,unemployed,mobile,online,paid
368,38.5,76566.94,49868.78,568.0,21,17774.97,114131.43,6.4,0.06,M,basic,North,bachelor,divorced,employed,mobile,online,paid
369,30.9,74863.2,30482.18,629.0,12,10534.64,101827.19,8.3,0.62,F,basic,East,highschool,divorced,student,mobile,online,paid
370,55.9,64054.03,29177.65,697.0,25,18790.38,99140.24,5.7,0.39,M,basic,West,highschool,single,employed,mobile,callcenter,trial
371,35.2,72967.87,43883.23,651.0,15,2675.25,60519.6,13.3,0.06,F,standard,East,bachelor,married,student,desktop,online,paid
372,35.8,86644.19,37864.03,621.0,19,20201.36,124616.54,2.7,0.16,M,basic,South,bachelor,single,student,tablet,online,paid
373,32.9,83713.41,33899.39,712.0,22,18283.04,147724.07,28.6,0.34,M,basic,East,master,single,employed,mobile,online,free
374,35.3,69715.05,42188.77,668.0,22,16754.04,34447.78,23.5,0.32,M,standard,Central,bachelor,single,employed,mobile,online,free
375,45.3,59614.1,41739.69,643.0,20,16699.44,86639.02,18.2,0.02,M,basic,South,highschool,single,employed,desktop,online,free
376,30.5,75778.75,20671.04,579.0,19,17086.98,109015.42,1.0,0.07,F,standard,Central,bachelor,single,employed,mobile,branch,trial
377,45.3,76002.28,41267.27,659.0,26,12469.27,165660.71,17.4,0.23,F,standard,East,bachelor,single,unemployed,mobile,online,paid
378,28.8,53810.65,37882.9,754.0,12,18262.24,97579.04,2.2,0.26,F,basic,East,bachelor,married,unemployed,desktop,branch,free
379,34.1,76889.88,36720.0,547.0,19,17303.36,189192.73,26.7,0.3,M,basic,East,bachelor,single,employed,mobile,branch,paid
380,35.4,87834.61,44813.72,626.0,26,15409.06,61365.38,5.1,0.05,M,basic,West,master,single,employed,desktop,online,free
381,19.8,102804.33,29328.51,699.0,19,9380.46,147278.09,23.5,0.04,M,premium,West,highschool,single,employed,tablet,online,paid
382,34.1,82828.17,43737.54,743.0,27,8025.94,157709.47,21.2,0.43,M,premium,North,doctorate,married,employed,desktop,online,free
383,49.3,95075.19,32107.28,637.0,19,16231.22,142692.39,20.1,0.38,F,basic,West,bachelor,married,employed,desktop,branch,paid
384,26.1,59721.37,50612.6,697.0,21,21036.53,78159.94,12.8,0.2,F,basic,Central,bachelor,single,employed,desktop,online,paid
385,35.1,74384.46,48153.52,478.0,17,14009.65,194104.57,1.0,0.17,F,standard,East,highschool,single,retired,tablet,online,paid
386,35.9,53493.05,36617.06,639.0,22,10431.23,114171.6,10.8,0.1,M,basic,East,bachelor,married,employed,mobile,online,paid
387,29.2,73918.84,42170.73,624.0,20,12873.27,96968.32,25.0,0.23,M,basic,West,master,married,employed,desktop,online,free
388,17.8,47473.19,40339.11,790.0,21,12806.54,123792.59,5.1,0.47,M,basic,South,bachelor,single,employed,mobile,online,paid
389,52.3,64934.21,41013.78,469.0,26,13716.26,22779.08,4.9,0.29,M,standard,North,highschool,single,employed,mobile,online,paid
390,26.6,72239.33,42425.5,532.0,20,18764.04,128710.02,3.1,0.3,M,premium,North,bachelor,single,student,tablet,online,paid
391,36.7,97086.91,36442.19,497.0,20,18346.58,167994.63,20.1,0.32,M,standard,West,bachelor,married,employed,tablet,online,paid
392,23.7,44007.53,35828.1,433.0,17,8994.19,98394.79,6.6,0.51,M,premium,East,master,married,student,mobile,online,paid
393,35.8,56807.54,45185.5,650.0,28,12801.25,90262.79,23.6,0.08,M,standard,West,master,single,retired,mobile,online,trial
394,21.0,79277.19,35515.05,603.0,16,15401.26,203185.2,6.1,0.29,M,premium,East,bachelor,single,student,desktop,online,paid
395,22.8,106314.16,26727.96,640.0,17,9111.25,102644.32,29.6,0.4,M,basic,South,master,married,employed,mobile,online,free
396,31.4,77720.0,46088.05,632.0,18,17217.22,88918.11,3.2,0.35,M,standard,East,highschool,married,student,tablet,branch,paid
397,23.7,31626.8,49774.89,629.0,20,18384.72,102135.84,9.9,0.36,M,standard,East,master,single,employed,mobile,branch,free
398,31.2,74992.61,22920.31,533.0,18,14740.75,117246.87,25.7,0.6,F,basic,South,bachelor,single,employed,desktop,online,paid
399,24.7,49280.97,34008.3,525.0,17,14306.78,108465.56,14.8,0.47,M,standard,Central,highschool,single,employed,mobile,online,free
400,51.9,71948.22,38271.3,461.0,18,14986.88,153181.18,29.2,0.46,M,standard,East,bachelor,married,employed,mobile,online,trial
401,31.6,56225.41,38726.36,706.0,19,10348.81,118575.83,4.4,0.29,F,basic,West,highschool,single,unemployed,mobile,online,free
402,20.8,77198.68,25942.68,608.0,25,17553.12,188645.29,24.1,0.23,F,standard,South,bachelor,single,employed,tablet,online,free
403,32.9,83265.77,35193.11,526.0,30,7804.0,105459.73,12.4,0.12,M,basic,North,highschool,single,employed,mobile,callcenter,trial
404,30.4,63474.74,51687.56,707.0,16,19001.4,138640.27,14.5,0.27,M,standard,East,master,widowed,employed,mobile,online,free
405,43.1,75992.75,39952.67,654.0,22,11693.32,82423.17,5.4,0.14,M,premium,West,doctorate,single,unemployed,mobile,online,paid
406,30.1,52701.02,37212.56,497.0,11,16272.46,108360.98,28.0,0.39,M,standard,Central,master,married,employed,mobile,online,paid
407,23.0,74625.8,45748.07,518.0,28,14033.87,86164.73,2.1,0.34,M,premium,East,highschool,single,unemployed,tablet,branch,free
408,44.0,59602.14,34311.89,700.0,16,9849.39,99815.69,27.5,0.12,F,basic,Central,highschool,single,employed,desktop,branch,trial
409,45.4,70769.42,43424.5,579.0,11,14623.08,167806.86,11.0,0.32,M,premium,Central,master,single,employed,mobile,online,paid
410,39.8,60204.58,46068.33,626.0,14,10970.12,145262.92,3.4,0.17,M,basic,East,master,married,employed,mobile,online,paid
411,52.4,78590.1,33291.39,781.0,23,19171.18,174750.73,24.9,0.71,M,standard,North,bachelor,single,employed,desktop,branch,paid
412,34.6,94199.22,31801.81,583.0,21,7026.72,29704.11,29.9,0.37,M,standard,East,bachelor,married,retired,desktop,branch,paid
413,49.4,80330.46,44652.2,630.0,12,4201.14,146808.09,6.7,0.27,M,standard,East,doctorate,single,employed,mobile,callcenter,trial
414,42.6,94258.87,50905.54,654.0,23,13184.5,100740.65,8.6,0.13,M,premium,West,bachelor,single,employed,mobile,online,paid
415,32.8,66907.42,38390.58,694.0,15,8417.09,133643.67,25.7,0.08,M,basic,East,bachelor,married,employed,desktop,callcenter,paid
416,31.7,57182.33,26336.16,686.0,22,28290.23,54884.3,20.7,0.05,F,basic,North,doctorate,single,retired,mobile,online,free
417,33.1,52503.73,41303.05,559.0,24,9892.3,172492.92,27.8,0.55,M,basic,North,highschool,single,employed,mobile,online,free
418,44.4,81312.16,31885.91,578.0,23,20332.58,201004.76,9.5,0.17,M,basic,Central,bachelor,single,unemployed,desktop,online,trial
419,30.4,72909.62,29433.47,601.0,14,19535.64,95535.03,20.2,0.15,M,standard,North,highschool,single,student,desktop,branch,free
420,60.9,51428.0,41538.77,621.0,20,20247.21,124769.68,4.8,0.41,F,standard,Central,highschool,married,employed,mobile,branch,paid
421,43.1,58872.81,45080.77,685.0,19,8756.74,65250.5,19.1,0.21,M,standard,West,bachelor,single,employed,desktop,online,paid
