,age,income,expenses,score,purchases,savings,loan_amount,tenure,debt_ratio,gender,plan,region,education,marital_status,employment,device,channel,subscription_type
210,31.7,52575.01,48385.47,577.0,21,20420.29,85882.54,16.4,0.31,F,basic,West,bachelor,divorced,employed,mobile,online,free
211,47.5,73393.26,35515.03,578.0,23,8962.51,194630.37,28.5,0.16,F,basic,West,highschool,married,student,mobile,branch,free
212,53.5,50544.5,47424.23,478.0,21,17401.72,144618.24,7.6,0.07,F,basic,South,bachelor,single,employed,mobile,online,paid
213,41.9,71079.54,25138.02,586.0,29,11120.08,130472.23,20.9,0.51,F,basic,East,master,single,employed,desktop,callcenter,paid
214,11.4,84234.68,52761.9,600.0,13,15301.67,142539.46,15.7,0.29,F,standard,West,bachelor,married,employed,mobile,branch,free
215,39.9,77873.92,47949.71,550.0,17,22770.07,88162.22,25.5,0.37,M,premium,East,bachelor,single,student,mobile,online,paid
216,39.9,86263.21,51775.74,479.0,24,22538.3,153095.72,3.1,0.15,F,standard,North,bachelor,single,student,mobile,online,free
217,30.8,76091.41,30416.36,655.0,16,21981.45,164205.42,16.9,0.31,F,basic,South,doctorate,married,unemployed,desktop,branch,free
218,44.1,66867.1,34451.54,605.0,22,11161.95,145025.06,13.0,0.24,M,basic,South,master,single,student,mobile,online,free
219,23.2,74362.86,38958.92,694.0,14,25031.82,137467.0,22.7,0.47,F,premium,South,highschool,single,student,desktop,online,paid
220,41.7,69990.21,36268.29,552.0,18,23719.33,166612.17,16.4,0.14,M,premium,East,bachelor,married,employed,desktop,online,free
221,33.8,112672.5,44022.72,632.0,20,6608.37,89078.91,13.6,0.21,M,premium,North,bachelor,single,employed,mobile,branch,paid
222,40.1,74292.94,27270.52,681.0,13,6685.38,147908.22,26.3,0.22,M,basic,North,bachelor,single,employed,mobile,branch,free
223,58.4,88843.82,49061.67,739.0,18,19015.51,96452.26,9.1,0.33,M,basic,West,master,married,employed,desktop,online,paid
224,38.5,54693.84,41414.73,609.0,23,13650.46,141101.01,18.5,0.22,F,basic,South,highschool,divorced,employed,desktop,online,free
225,30.2,72883.63,47269.93,542.0,20,15693.59,113083.22,14.7,0.23,F,basic,South,bachelor,single,employed,mobile,online,paid
226,25.8,80839.88,29468.1,684.0,28,11349.58,97116.81,14.4,0.07,M,standard,North,master,divorced,retired,tablet,online,paid
227,32.3,75605.95,44431.66,600.0,16,9116.03,182391.66,13.6,0.12,F,basic,East,bachelor,married,employed,mobile,online,paid
228,35.2,42055.93,45416.36,742.0,25,16863.26,75259.99,1.7,0.41,F,standard,West,highschool,married,employed,mobile,branch,free
229,29.4,69610.11,38782.65,591.0,19,19459.03,125678.87,27.5,0.23,F,basic,East,bachelor,single,employed,mobile,branch,trial
230,54.4,75623.07,35287.33,607.0,17,11951.19,135281.85,15.6,0.51,M,basic,East,bachelor,single,unemployed,mobile,online,free
231,40.8,87604.18,40037.64,728.0,20,16255.43,76983.7,6.6,0.68,F,premium,North,doctorate,married,employed,mobile,branch,free
232,31.0,87680.31,28706.95,509.0,31,13192.2,151073.39,18.1,0.47,O,basic,North,master,single,unemployed,tablet,online,paid
233,49.1,62370.31,45084.42,644.0,26,12733.48,164468.93,29.7,0.76,M,basic,North,master,married,employed,mobile,online,paid
234,18.4,57330.86,37370.2,460.0,15,17736.74,103499.51,0.4,0.46,F,basic,West,highschool,married,employed,mobile,online,free
235,48.2,86054.34,33168.62,630.0,21,13271.3,188642.41,10.2,0.01,F,basic,West,highschool,divorced,employed,mobile,online,free
236,47.6,39293.93,29831.98,720.0,25,21668.27,129033.4,24.0,0.21,F,basic,South,bachelor,married,employed,mobile,branch,trial
237,55.5,81080.78,40727.09,689.0,22,3972.71,145143.08,26.9,0.03,F,basic,West,bachelor,single,employed,desktop,online,trial
238,36.9,46272.16,29108.34,559.0,28,19655.69,115233.1,11.2,0.06,M,basic,West,bachelor,married,employed,desktop,branch,free
239,46.3,62573.86,40408.13,630.0,19,18655.45,132275.42,19.5,0.1,F,basic,North,bachelor,married,employed,mobile,callcenter,free
240,39.7,64895.35,41283.75,589.0,22,9598.01,41995.14,22.9,0.31,F,basic,East,highschool,single,employed,tablet,online,free
241,41.2,82467.37,38734.22,611.0,19,15095.8,131746.06,0.8,0.46,M,standard,West,bachelor,married,retired,mobile,branch,free
242,25.0,63206.88,39395.01,582.0,29,17694.22,89340.55,28.2,0.09,M,basic,North,highschool,single,student,mobile,branch,trial
243,50.1,78154.79,38190.73,582.0,14,12219.04,128905.51,6.0,0.36,M,basic,East,bachelor,married,employed,mobile,online,trial
244,38.4,74681.43,39430.55,531.0,22,21809.46,183144.01,21.0,0.38,F,basic,East,master,married,employed,mobile,online,free
245,22.4,74660.65,55612.6,570.0,21,14700.17,79135.06,19.6,0.16,F,premium,East,bachelor,married,employed,mobile,online,paid
246,34.0,88558.12,49854.8,480.0,21,22483.9,121109.76,26.9,0.36,F,basic,East,highschool,widowed,employed,mobile,online,free
247,16.1,77727.1,48023.97,590.0,19,23257.5,122382.44,13.0,0.57,M,basic,East,bachelor,single,employed,mobile,callcenter,paid
248,17.4,59934.97,39044.14,484.0,18,10509.13,118939.06,0.3,0.4,M,basic,West,master,married,employed,mobile,branch,paid
249,25.5,66243.62,34209.29,431.0,20,14345.75,175915.1,18.4,0.19,F,basic,East,highschool,married,employed,mobile,callcenter,paid
250,42.2,58590.84,41635.65,556.0,19,10007.42,35785.77,17.4,0.24,M,basic,North,master,married,employed,desktop,branch,free
251,48.0,53046.11,55467.86,592.0,12,20581.5,128534.57,24.9,0.1,M,basic,East,highschool,married,retired,mobile,online,free
252,26.3,79490.86,40347.41,577.0,19,7600.41,176004.08,15.2,0.02,F,basic,South,bachelor,single,employed,mobile,callcenter,paid
253,31.4,75823.98,45168.21,410.0,17,16994.99,154913.43,5.6,0.2,F,basic,East,bachelor,married,employed,mobile,online,paid
254,36.9,86852.0,40917.08,733.0,21,9401.28,141174.73,11.8,0.21,M,basic,North,master,single,employed,mobile,online,paid
255,34.3,103239.61,49964.65,505.0,22,19488.09,174801.39,29.2,0.23,M,premium,West,bachelor,married,employed,mobile,online,trial
256,37.0,57490.61,47799.15,612.0,17,11728.04,51706.6,19.9,0.46,F,standard,East,bachelor,married,employed,mobile,online,paid
257,22.8,82184.98,41848.06,694.0,16,18336.19,109320.88,20.8,0.28,M,basic,North,bachelor,single,employed,desktop,online,free
258,40.5,55246.44,34568.4,671.0,25,15177.13,129427.11,1.4,0.32,M,basic,East,highschool,married,employed,desktop,online,free
259,32.9,79587.19,49594.98,590.0,20,21037.5,69661.09,2.3,0.11,F,premium,North,bachelor,widowed,student,mobile,online,trial
260,30.4,87795.07,56619.55,802.0,17,14712.55,51950.71,29.3,0.37,F,basic,East,bachelor,single,employed,mobile,online,paid
261,41.3,57225.48,34416.96,528.0,25,18445.43,153013.83,19.9,0.5,F,basic,East,bachelor,divorced,employed,mobile,online,free
262,37.6,90867.45,61235.0,548.0,12,13736.7,107193.87,4.7,0.5,F,standard,South,highschool,single,employed,mobile,branch,free
263,39.6,63975.5,51366.38,545.0,16,15582.05,150683.46,7.5,0.07,F,standard,South,bachelor,married,employed,mobile,online,free
264,33.2,78636.62,26339.72,777.0,21,8633.47,150114.77,25.2,0.28,M,standard,West,bachelor,single,student,desktop,online,paid
265,49.8,89588.49,41577.28,522.0,29,17975.63,175272.22,26.7,0.16,F,standard,East,highschool,single,employed,desktop,callcenter,free
266,31.7,55157.04,40538.74,687.0,23,18541.36,123888.13,16.1,0.55,F,basic,South,bachelor,single,employed,mobile,callcenter,paid
267,48.8,62689.48,44251.37,564.0,22,14776.07,205634.11,20.8,0.21,M,basic,West,highschool,single,employed,mobile,branch,free
268,31.9,80740.75,44290.85,341.0,24,13629.43,137730.36,21.7,0.53,F,basic,East,bachelor,single,employed,mobile,online,trial
269,41.8,42579.48,31265.53,587.0,17,11988.33,132434.35,10.8,0.5,F,basic,West,master,single,employed,mobile,online,free
270,24.8,46040.57,41597.76,604.0,21,-519.22,122444.73,29.2,0.18,F,basic,North,highschool,married,employed,mobile,online,paid
271,16.3,65854.35,39343.33,671.0,13,12692.45,113402.69,25.2,0.05,F,basic,South,bachelor,married,retired,mobile,branch,paid
272,44.6,73852.82,42807.74,622.0,26,20497.2,130241.23,24.0,0.29,M,premium,East,master,single,employed,mobile,online,paid
273,30.8,77484.85,53175.63,638.0,27,24491.42,166313.17,18.6,0.16,F,standard,North,bachelor,married,employed,mobile,branch,trial
274,43.1,74251.38,32342.53,603.0,11,14540.31,140925.47,25.9,0.14,F,basic,North,bachelor,single,employed,mobile,callcenter,trial
275,48.8,76200.87,29225.77,444.0,17,14751.99,148563.82,19.8,0.19,M,basic,East,master,married,employed,mobile,online,paid
276,27.5,67717.74,53154.69,605.0,14,15251.65,124240.51,10.7,0.44,F,basic,South,bachelor,single,student,desktop,branch,free
277,28.9,73504.12,37167.82,404.0,26,12836.08,153015.2,6.1,0.59,M,basic,North,doctorate,divorced,employed,mobile,online,free
278,36.4,55698.64,49225.44,597.0,22,17557.91,53259.61,11.1,0.26,M,standard,South,master,single,employed,mobile,online,trial
279,32.6,66818.76,50429.14,510.0,20,26377.75,119329.42,8.3,0.13,M,premium,West,highschool,divorced,retired,mobile,online,free
280,36.1,84380.16,22709.32,672.0,17,7141.19,203824.72,13.3,0.27,F,basic,South,bachelor,divorced,employed,mobile,branch,trial
281,44.2,67752.99,39292.25,671.0,16,10088.33,45252.27,12.1,0.58,F,basic,North,bachelor,single,employed,mobile,online,free
282,25.4,66238.44,32953.04,662.0,23,17119.58,169459.01,22.2,0.09,M,basic,East,master,single,employed,mobile,online,free
283,34.0,82265.33,37828.35,619.0,20,14402.32,100183.54,3.5,0.11,M,basic,West,bachelor,single,student,mobile,branch,free
284,47.5,66757.21,39705.59,589.0,27,22371.92,102619.2,27.1,0.3,M,basic,North,bachelor,single,employed,mobile,branch,paid
285,44.2,59158.81,56905.74,641.0,22,10347.48,146507.45,24.6,0.24,F,basic,North,highschool,married,student,tablet,callcenter,free
286,44.6,59707.15,46389.19,683.0,23,19568.38,206834.29,16.4,0.11,F,basic,South,bachelor,divorced,employed,mobile,branch,free
287,28.6,84417.69,35885.87,447.0,20,15449.45,120851.89,2.5,0.45,M,basic,South,highschool,married,employed,mobile,online,paid
288,36.5,60737.16,44573.52,625.0,15,6132.79,49503.95,17.2,0.2,M,basic,North,bachelor,single,employed,mobile,online,free
289,40.6,65009.61,44370.96,572.0,16,17987.5,72580.59,24.0,0.05,F,basic,South,master,married,unemployed,mobile,callcenter,free
290,39.8,97591.49,37933.82,609.0,19,16553.62,123648.32,21.4,0.22,F,basic,South,bachelor,married,employed,mobile,online,free
291,29.0,54648.96,43533.1,526.0,19,12791.96,47812.47,3.9,0.15,M,basic,West,bachelor,married,employed,desktop,online,trial
292,46.3,51731.17,30424.8,712.0,15,10153.68,132954.69,2.5,0.49,F,basic,West,bachelor,married,employed,desktop,online,free
293,42.5,72457.52,39465.38,604.0,22,17641.66,102725.07,5.4,0.21,M,standard,North,highschool,married,employed,mobile,online,paid
294,24.1,85623.34,29381.33,685.0,15,15244.42,91352.49,19.2,0.27,F,basic,South,highschool,single,student,desktop,branch,paid
295,42.5,64794.4,47801.56,460.0,26,15222.07,58431.52,14.4,0.58,M,basic,South,highschool,married,employed,mobile,online,paid
296,49.1,65712.42,42533.3,513.0,26,18122.51,68728.13,9.6,0.27,M,premium,East,master,married,employed,mobile,branch,free
297,31.4,63755.59,28122.91,571.0,22,17259.55,83937.34,17.4,0.54,F,basic,North,bachelor,single,employed,mobile,branch,trial
298,34.2,89670.8,51590.78,568.0,19,15479.15,179122.42,6.3,0.21,F,standard,North,bachelor,divorced,employed,mobile,branch,free
299,49.1,74391.47,35545.39,657.0,34,24385.1,207727.02,11.2,0.42,M,basic,East,highschool,married,employed,mobile,online,trial
300,20.4,51839.02,34130.38,608.0,22,8909.57,107881.01,10.3,0.44,F,standard,South,doctorate,single,employed,mobile,callcenter,free
301,20.6,61916.62,34394.11,577.0,12,17339.79,115831.39,14.9,0.24,M,premium,East,master,single,employed,desktop,online,free
302,42.5,56343.26,35204.16,589.0,27,5936.43,132224.23,4.4,0.21,M,basic,West,highschool,married,retired,mobile,online,paid
303,31.5,59988.19,41675.19,489.0,17,7391.12,68992.31,5.6,0.26,M,standard,West,bachelor,widowed,employed,mobile,online,paid
304,18.4,71942.01,33948.6,613.0,9,14175.22,70783.91,23.1,0.39,M,basic,East,bachelor,married,employed,mobile,online,free
305,17.0,51531.44,46407.3,463.0,21,19827.75,100230.09,10.7,0.13,F,basic,South,bachelor,single,employed,mobile,online,paid
306,39.8,79667.29,40460.45,604.0,16,14139.01,109755.43,7.3,0.19,F,basic,North,highschool,married,employed,mobile,online,trial
307,51.7,66239.83,20573.38,597.0,23,18342.75,170401.5,2.3,0.05,M,standard,North,master,married,employed,mobile,online,paid
308,28.7,73229.57,38451.08,583.0,15,10054.61,180425.75,22.7,0.14,F,standard,West,bachelor,single,unemployed,mobile,branch,paid
309,28.1,43588.26,36559.83,542.0,18,19030.47,112321.28,1.4,0.23,M,premium,East,highschool,single,employed,mobile,online,free
310,30.1,72296.97,37184.66,556.0,26,10447.5,80344.58,29.6,0.4,M,standard,East,bachelor,widowed,student,mobile,online,free
311,30.1,81861.7,36352.85,610.0,15,18758.52,113911.9,29.3,0.11,M,basic,South,highschool,married,employed,desktop,online,free
312,44.2,76720.23,33594.8,668.0,26,17007.58,100273.49,13.4,0.11,M,standard,North,highschool,single,employed,mobile,online,paid
313,13.6,60239.94,44972.89,396.0,16,21779.03,158035.09,1.1,0.21,M,standard,West,highschool,married,unemployed,mobile,online,paid
314,37.7,57128.37,40864.47,777.0,29,17228.64,89829.47,12.0,0.34,F,standard,West,master,married,employed,mobile,online,trial
315,53.2,80517.2,26898.23,472.0,26,11021.22,124923.33,28.1,0.59,F,standard,East,master,single,employed,mobile,online,free
316,42.1,100856.9,42313.25,555.0,27,15731.25,124237.29,28.2,0.5,F,premium,East,bachelor,married,employed,mobile,online,free
317,33.9,50567.72,41846.79,675.0,27,10234.97,104480.65,4.6,0.07,M,premium,East,highschool,married,employed,mobile,online,paid
318,39.1,86959.77,38431.34,487.0,24,18328.18,127370.84,18.7,0.15,F,basic,East,bachelor,single,student,mobile,online,free
319,45.7,56885.67,29991.96,531.0,21,11136.01,50019.4,11.4,0.33,F,basic,West,bachelor,married,employed,desktop,online,paid
320,28.5,65465.15,28978.26,623.0,24,13782.54,112005.03,21.0,0.26,F,basic,South,master,married,retired,desktop,branch,paid
321,19.6,73441.51,43375.92,496.0,19,12953.02,162917.41,20.5,0.04,M,basic,West,bachelor,married,employed,mobile,callcenter,free
322,39.7,67070.73,31713.64,749.0,26,9217.53,118509.43,21.1,0.02,M,basic,East,highschool,single,employed,mobile,online,free
323,40.9,63431.25,41792.81,608.0,23,6950.25,161607.22,20.3,0.41,F,standard,West,bachelor,single,employed,mobile,online,free
324,27.1,51844.36,55556.14,668.0,20,16126.08,85144.79,1.8,0.15,F,standard,East,bachelor,single,employed,mobile,online,paid
325,37.7,64486.08,37681.87,564.0,13,12173.1,130134.56,19.7,0.31,M,basic,North,bachelor,single,employed,desktop,online,paid
326,26.2,89216.31,48230.57,546.0,19,8655.01,186755.97,14.6,0.13,F,basic,South,bachelor,divorced,employed,mobile,online,paid
327,54.3,79755.29,56038.63,614.0,23,17099.18,147558.93,8.9,0.26,F,standard,East,bachelor,single,employed,mobile,callcenter,paid
328,22.9,75639.91,19826.72,626.0,22,14047.58,153994.33,24.5,0.26,M,standard,South,highschool,married,employed,mobile,callcenter,free
329,35.4,80440.64,38997.08,686.0,14,14201.41,93306.08,26.6,0.43,M,premium,North,highschool,divorced,employed,mobile,online,paid
330,40.8,68925.0,31814.92,542.0,22,8023.66,61636.1,5.0,0.27,M,basic,North,highschool,single,employed,mobile,online,paid
331,34.1,53848.25,46661.54,613.0,24,14621.11,125119.76,27.4,0.32,F,premium,East,bachelor,single,unemployed,mobile,online,paid
332,32.5,89931.84,39138.72,531.0,28,12056.53,95134.63,11.1,0.21,M,basic,North,doctorate,married,employed,mobile,callcenter,free
333,63.1,83153.59,40734.16,693.0,23,20266.57,106353.04,14.0,0.69,M,basic,North,bachelor,married,employed,mobile,branch,trial
334,44.5,79903.57,47552.57,772.0,19,20157.61,157939.19,25.5,0.52,M,standard,East,highschool,married,employed,mobile,online,paid
335,9.4,86750.66,51356.0,622.0,23,13563.16,112496.81,15.7,0.45,F,standard,South,doctorate,married,unemployed,mobile,callcenter,trial
336,46.5,77558.22,53636.23,593.0,20,13742.58,104779.68,4.6,0.76,F,basic,South,highschool,married,employed,mobile,callcenter,paid
337,39.4,100961.47,35282.0,530.0,22,12744.99,123699.44,25.6,0.22,M,basic,North,bachelor,single,retired,mobile,branch,trial
338,27.1,59111.02,31975.04,608.0,18,19220.71,250022.54,17.2,0.23,M,basic,North,highschool,divorced,unemployed,tablet,online,free
339,10.0,57667.41,28639.61,558.0,24,22738.18,124959.27,23.6,0.31,M,basic,East,bachelor,married,employed,desktop,online,free
340,44.6,86641.1,47440.3,770.0,24,12645.64,72463.93,17.7,0.41,F,standard,North,master,divorced,employed,mobile,online,free
341,51.4,65456.81,44804.52,646.0,21,14600.2,118961.9,17.8,0.23,F,basic,West,bachelor,married,employed,mobile,online,paid
342,22.7,87336.5,47702.84,481.0,21,9286.41,110658.52,8.1,0.35,M,premium,North,highschool,married,student,desktop,callcenter,paid
343,28.3,52583.18,46581.15,585.0,29,20870.62,222008.36,10.8,0.39,F,standard,South,master,married,employed,desktop,online,trial
344,36.5,92327.59,22173.64,638.0,21,14680.7,80532.18,8.1,0.04,F,basic,South,master,married,employed,mobile,online,paid
345,37.0,81542.97,41570.75,513.0,18,5912.48,121727.32,4.3,0.28,F,premium,East,master,single,employed,mobile,online,paid
346,37.0,39151.39,48506.42,658.0,21,12407.04,163777.73,17.9,0.31,M,basic,South,highschool,married,employed,mobile,branch,paid
347,37.2,80410.55,37979.67,676.0,20,20952.51,173139.58,18.8,0.38,M,standard,West,highschool,single,employed,mobile,online,paid
348,26.0,67112.62,39611.25,518.0,21,11900.85,45482.78,1.4,0.23,F,basic,South,doctorate,single,employed,mobile,branch,free
349,32.6,72930.08,32547.14,556.0,24,10734.76,59219.57,10.1,0.15,F,basic,East,highschool,single,employed,desktop,online,free
350,26.3,79169.45,40852.24,628.0,21,16497.96,70936.63,27.0,0.05,F,basic,South,bachelor,married,employed,mobile,online,free
351,40.7,81865.2,42408.75,467.0,17,13307.11,143934.84,4.7,0.68,M,basic,North,highschool,married,unemployed,desktop,online,paid
352,36.7,98655.9,52560.71,706.0,16,18983.35,134970.35,20.4,0.24,M,standard,South,bachelor,married,unemployed,mobile,online,paid
353,44.0,43083.53,27373.67,648.0,20,18705.41,140115.59,3.7,0.16,M,basic,North,master,single,employed,desktop,online,free
354,29.3,85376.94,46071.86,633.0,12,16825.49,112093.71,24.4,0.26,M,basic,North,bachelor,married,student,mobile,branch,paid
355,20.4,90847.41,30935.61,619.0,17,22615.54,181257.81,9.2,0.43,M,premium,North,bachelor,married,employed,mobile,online,free
356,23.7,67315.03,40775.5,672.0,14,18779.75,26968.59,2.9,0.22,F,basic,East,doctorate,divorced,employed,desktop,online,paid
357,32.3,86582.17,47100.14,626.0,26,11748.32,147551.08,0.7,0.2,F,basic,South,master,single,employed,desktop,online,paid
358,29.3,53900.19,48114.87,600.0,17,14127.59,160039.75,11.7,0.42,F,standard,South,highschool,single,retired,mobile,branch,paid
359,52.4,49655.54,55885.94,526.0,12,24401.2,119940.71,8.8,0.46,F,premium,North,master,married,retired,mobile,online,paid
360,33.5,59778.01,54412.6,418.0,18,18161.25,107729.08,0.3,0.08,F,premium,East,bachelor,single,employed,mobile,branch,paid
361,32.6,77478.14,39125.88,553.0,20,14993.09,112402.4,23.4,0.17,F,basic,West,highschool,married,employed,mobile,online,paid
362,34.4,71102.28,40584.5,552.0,16,10687.83,135026.12,29.0,0.37,F,standard,North,bachelor,divorced,student,mobile,branch,free
363,22.0,91338.71,47708.38,675.0,21,8799.52,102986.24,16.6,0.26,M,basic,East,highschool,married,employed,mobile,online,paid
364,29.4,77577.9,45470.16,505.0,29,8931.24,136013.13,18.8,0.5,M,basic,North,bachelor,divorced,retired,mobile,online,paid
365,37.7,46302.44,34616.88,656.0,20,6396.02,122752.94,7.1,0.2,M,standard,North,bachelor,divorced,student,mobile,online,free
366,49.6,69005.36,34458.18,549.0,19,21213.1,49345.67,6.4,0.13,F,basic,South,highschool,single,employed,desktop,online,paid
367,30.8,53988.03,43459.02,588.0,19,17438.27,99921.47,3.4,0.41,M,standard,West,bachelor,married,employed,mobile,online,paid
368,26.2,97057.42,57287.63,704.0,21,16036.47,99853.73,15.9,0.46,F,basic,West,bachelor,married,employed,desktop,online,paid
369,26.2,77015.32,31686.83,660.0,18,6271.33,88262.29,26.6,0.27,F,standard,East,highschool,married,retired,desktop,online,paid
370,24.0,79981.97,30408.12,596.0,20,14726.56,84653.68,5.8,0.44,F,basic,North,bachelor,divorced,employed,mobile,branch,paid
371,38.1,62319.13,28523.04,621.0,21,7136.31,117137.24,11.3,0.27,M,premium,West,highschool,single,employed,desktop,branch,paid
372,16.7,59550.63,29729.38,395.0,19,21453.22,119700.3,8.8,0.13,M,standard,North,bachelor,married,employed,desktop,callcenter,trial
373,49.4,80449.89,34560.74,553.0,19,22219.23,147589.87,19.9,0.34,M,standard,South,highschool,divorced,unemployed,mobile,online,trial
374,16.3,105382.83,55941.52,591.0,28,12195.3,71019.36,12.9,0.49,M,standard,West,bachelor,married,employed,mobile,online,paid
375,37.2,99274.16,44478.32,802.0,19,7007.39,118482.64,17.0,0.39,M,basic,North,bachelor,married,employed,desktop,online,paid
376,49.0,109373.72,64324.06,610.0,21,10419.9,43614.5,26.4,0.29,F,basic,South,bachelor,divorced,employed,mobile,branch,trial
377,37.4,79011.83,35401.88,547.0,22,11625.33,117673.87,17.4,0.14,F,standard,South,highschool,single,employed,mobile,online,paid
378,36.3,63489.42,32933.14,674.0,13,16268.36,104259.79,10.9,0.46,M,basic,North,master,married,employed,desktop,online,free
379,40.9,76743.78,51183.24,502.0,18,8491.06,178849.49,9.1,0.28,F,standard,West,bachelor,married,employed,mobile,online,free
380,29.1,62558.08,44902.09,436.0,15,5516.19,124312.02,25.5,0.14,M,basic,East,bachelor,married,employed,desktop,online,paid
381,23.0,51279.59,45548.97,662.0,17,13938.78,138461.97,5.2,0.16,M,standard,South,bachelor,married,unemployed,mobile,branch,free
382,35.2,66237.64,39945.82,699.0,12,11869.23,105390.61,19.5,0.43,F,standard,North,bachelor,divorced,employed,mobile,callcenter,free
383,32.7,85281.19,49294.66,545.0,23,16656.93,115020.96,17.3,0.27,F,basic,South,highschool,married,employed,mobile,online,paid
384,20.9,52303.67,44114.62,624.0,20,23624.29,160845.5,0.2,0.12,M,basic,East,bachelor,single,student,mobile,online,trial
385,43.3,56399.92,51256.93,624.0,20,13984.94,89825.84,0.8,0.39,M,basic,West,highschool,single,employed,mobile,branch,trial
386,41.5,76926.71,44111.74,692.0,19,12251.92,51001.6,16.9,0.05,F,basic,South,bachelor,single,employed,mobile,callcenter,paid
387,24.1,52608.14,45422.54,576.0,8,12514.84,95479.1,2.2,0.39,F,basic,East,highschool,single,employed,mobile,online,free
388,12.0,55780.02,41304.71,469.0,16,6379.6,73946.05,26.8,0.63,M,basic,East,master,married,employed,mobile,branch,free
389,32.5,81811.22,26304.43,632.0,25,22957.24,187956.69,22.0,0.47,M,standard,South,highschool,divorced,employed,mobile,online,trial
390,43.2,78732.67,31655.79,506.0,23,19196.3,132552.11,17.8,0.14,M,standard,East,master,married,employed,desktop,callcenter,free
391,35.8,95440.43,34459.74,564.0,20,15720.41,115977.5,20.2,0.18,F,standard,South,bachelor,single,employed,mobile,online,free
392,34.6,90061.82,38853.92,531.0,17,19193.15,132185.81,26.8,0.03,M,standard,West,bachelor,married,employed,mobile,online,paid
393,30.1,67552.98,47702.18,714.0,22,3804.01,92487.27,17.7,0.47,F,standard,East,highschool,single,employed,mobile,callcenter,paid
394,36.6,92957.99,31025.61,775.0,17,8647.55,170099.32,23.2,0.51,M,basic,North,bachelor,divorced,employed,mobile,online,free
395,46.0,69353.16,45194.11,548.0,13,14130.87,108490.85,19.6,0.3,M,basic,South,bachelor,widowed,employed,desktop,online,paid
396,28.5,73282.4,47625.38,800.0,26,19035.94,154273.18,8.2,0.1,F,premium,North,bachelor,single,employed,mobile,online,paid
397,20.4,40714.58,35209.9,580.0,19,20728.73,157606.62,24.3,0.26,M,premium,North,highschool,single,employed,mobile,callcenter,free
398,40.0,84935.36,47133.29,578.0,27,8435.84,156804.35,28.1,0.07,F,premium,South,bachelor,divorced,employed,desktop,online,paid
399,24.8,79540.79,34114.7,549.0,12,18706.38,137879.83,24.1,0.33,F,basic,East,master,married,employed,mobile,branch,free
400,20.3,82376.73,36518.53,617.0,16,10361.92,91444.92,14.5,0.21,M,basic,North,highschool,married,employed,mobile,branch,paid
401,42.9,72891.28,39362.18,518.0,14,15770.1,109800.7,16.6,0.13,F,premium,East,master,single,employed,desktop,branch,trial
402,38.9,85548.33,46110.51,581.0,22,16526.98,84536.24,27.4,0.64,F,standard,East,highschool,single,student,mobile,branch,free
403,25.1,72830.95,41952.52,754.0,15,16657.46,51041.06,15.3,0.21,F,basic,West,master,married,employed,desktop,branch,paid
404,43.5,66147.04,49572.73,597.0,14,7241.45,123294.06,7.7,0.32,F,standard,East,bachelor,single,employed,mobile,online,paid
405,32.3,97956.5,33665.84,613.0,15,27721.52,96527.7,13.1,0.13,M,premium,North,doctorate,widowed,employed,desktop,online,free
406,48.3,87504.82,22280.24,554.0,23,14012.58,139642.14,5.5,0.08,M,basic,South,bachelor,single,employed,mobile,branch,trial
407,25.4,58380.39,38219.62,286.0,23,20815.89,182947.5,28.0,0.28,F,standard,West,bachelor,divorced,retired,desktop,callcenter,paid
408,29.8,90595.01,36051.86,669.0,19,7609.15,126584.68,4.8,0.52,F,basic,South,highschool,married,employed,mobile,online,paid
409,33.5,86489.93,48724.2,605.0,18,23421.27,57178.63,19.8,0.39,O,basic,West,master,married,student,tablet,online,trial
410,32.9,57871.33,31086.49,576.0,31,12608.77,113779.26,23.7,0.3,M,basic,North,master,single,employed,mobile,branch,paid
411,35.9,73476.92,40220.21,608.0,29,24285.51,119619.14,29.3,0.26,M,basic,South,bachelor,single,employed,mobile,branch,paid
412,40.6,78241.5,44397.84,513.0,26,23728.22,117891.91,15.3,0.17,M,basic,North,master,married,employed,desktop,branch,free
413,32.8,67074.56,51681.86,554.0,19,21054.3,202044.08,23.1,0.05,F,standard,West,bachelor,single,student,mobile,callcenter,paid
414,55.3,73890.79,40075.26,584.0,17,12922.61,79997.84,11.5,0.35,F,basic,South,bachelor,single,employed,tablet,online,free
415,36.5,62634.51,41848.18,658.0,17,19016.34,30389.69,21.7,0.32,M,basic,West,highschool,married,employed,tablet,branch,paid
416,34.5,87223.68,40344.55,692.0,18,21358.16,88190.22,6.1,0.63,F,premium,West,bachelor,married,employed,mobile,online,free
417,30.9,49599.46,38552.69,680.0,18,19234.76,130095.85,22.3,0.21,F,standard,East,highschool,single,student,mobile,online,paid
418,54.0,62148.8,45477.17,725.0,14,18437.06,143486.65,23.7,0.17,F,basic,East,bachelor,single,student,mobile,branch,paid
419,35.4,58498.09,42759.16,591.0,25,8046.06,102169.23,2.5,0.12,F,standard,East,bachelor,divorced,student,desktop,callcenter,free
420,30.3,78275.6,30167.4,675.0,26,15858.61,113050.72,11.9,0.35,F,basic,North,bachelor,married,retired,mobile,branch,paid
